Volcano?,Type,Radius,Number Volcanoes
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.39,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,20.52,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,6.08,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,7.07,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,46.82,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,20.59,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,22.8,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,13.6,2.0
0,,,
0,,,
0,,,
0,,,
1,3.0,27.31,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,3.61,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,19.1,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.39,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,6.32,1.0
0,,,
0,,,
1,1.0,24.84,1.0
0,,,
0,,,
1,3.0,5.83,5.0
0,,,
0,,,
0,,,
1,3.0,12.17,1.0
0,,,
0,,,
1,2.0,24.7,1.0
0,,,
0,,,
1,2.0,20.120001,3.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,22.360001,1.0
0,,,
1,3.0,11.0,1.0
0,,,
1,4.0,4.24,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,32.56,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,6.71,1.0
0,,,
0,,,
1,4.0,5.39,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,37.64,1.0
0,,,
0,,,
1,3.0,12.73,2.0
0,,,
1,4.0,5.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,18.25,1.0
0,,,
0,,,
0,,,
1,4.0,6.32,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.0,4.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,87.66,1.0
0,,,
0,,,
1,2.0,23.54,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,29.68,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,23.71,1.0
0,,,
0,,,
1,3.0,18.44,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,23.26,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,7.62,4.0
0,,,
0,,,
0,,,
1,3.0,6.32,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,13.42,1.0
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
1,3.0,16.55,1.0
1,4.0,4.24,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,16.28,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,30.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,18.38,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,17.8,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.47,3.0
0,,,
1,3.0,28.79,1.0
0,,,
1,3.0,23.85,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,27.31,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,38.59,1.0
0,,,
0,,,
0,,,
1,3.0,18.379999,1.0
0,,,
0,,,
1,1.0,22.8,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,65.22,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,9.22,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,21.93,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,23.77,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,34.0,1.0
0,,,
1,4.0,8.94,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,39.29,1.0
0,,,
0,,,
1,3.0,20.25,1.0
0,,,
1,1.0,14.04,2.0
0,,,
0,,,
1,3.0,17.26,1.0
1,2.0,17.03,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,19.24,1.0
0,,,
0,,,
1,3.0,8.06,1.0
0,,,
0,,,
1,4.0,3.61,1.0
0,,,
0,,,
1,2.0,19.21,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,24.19,1.0
0,,,
1,2.0,23.32,1.0
0,,,
0,,,
1,4.0,7.21,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,7.07,1.0
0,,,
1,4.0,5.0,1.0
1,4.0,11.18,2.0
0,,,
1,3.0,27.2,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,23.77,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
1,4.0,3.16,3.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.39,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,26.4,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,15.62,1.0
0,,,
1,4.0,7.62,1.0
0,,,
0,,,
0,,,
1,1.0,32.7,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,21.95,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,14.14,2.0
0,,,
0,,,
0,,,
0,,,
1,1.0,39.05,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,44.94,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,29.15,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,7.62,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,3.61,2.0
0,,,
0,,,
0,,,
1,3.0,13.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.39,1.0
1,4.0,7.81,1.0
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
1,1.0,21.93,1.0
0,,,
0,,,
0,,,
0,,,
1,2.0,29.43,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
1,3.0,13.89,1.0
0,,,
0,,,
0,,,
1,4.0,6.32,3.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
1,4.0,3.61,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,9.43,3.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,15.26,1.0
1,3.0,11.66,2.0
0,,,
0,,,
0,,,
1,4.0,5.1,1.0
0,,,
1,2.0,30.53,2.0
0,,,
0,,,
0,,,
1,3.0,12.53,2.0
0,,,
1,1.0,15.23,1.0
1,3.0,19.1,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,36.89,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,23.43,1.0
0,,,
1,4.0,3.61,1.0
0,,,
1,3.0,21.190001,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.47,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,23.77,1.0
0,,,
0,,,
0,,,
1,4.0,5.1,1.0
0,,,
0,,,
1,4.0,6.32,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.24,1.0
1,3.0,33.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,17.0,1.0
0,,,
1,4.0,2.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,11.18,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,24.17,1.0
0,,,
0,,,
1,2.0,30.23,1.0
0,,,
1,3.0,21.02,1.0
1,1.0,15.62,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,17.03,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,9.85,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,24.7,1.0
0,,,
1,4.0,5.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,17.09,1.0
0,,,
1,3.0,13.42,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,22.2,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,2.0
0,,,
0,,,
1,4.0,6.08,1.0
1,4.0,8.0,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,19.85,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,32.06,1.0
0,,,
1,4.0,6.32,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,23.85,1.0
1,4.0,2.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.0,1.0
0,,,
0,,,
0,,,
1,2.0,23.43,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,17.0,2.0
0,,,
0,,,
1,2.0,23.26,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,7.07,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,38.29,1.0
0,,,
1,3.0,36.62,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,20.81,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,23.85,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,30.15,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,23.41,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,23.35,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,24.04,1.0
0,,,
1,1.0,21.95,2.0
0,,,
0,,,
0,,,
0,,,
1,2.0,7.07,1.0
1,4.0,8.94,1.0
0,,,
0,,,
0,,,
1,4.0,2.24,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,14.87,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,32.650002,1.0
0,,,
1,4.0,3.0,1.0
0,,,
0,,,
0,,,
1,3.0,12.04,1.0
0,,,
0,,,
0,,,
1,1.0,22.2,1.0
1,3.0,22.67,1.0
0,,,
1,3.0,13.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,31.139999,1.0
0,,,
0,,,
0,,,
1,3.0,6.71,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,33.12,1.0
0,,,
1,3.0,13.04,2.0
1,4.0,4.24,2.0
0,,,
1,4.0,6.71,1.0
1,3.0,17.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,3.0,1.0
0,,,
0,,,
0,,,
1,2.0,31.3,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,11.4,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,40.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,16.76,1.0
0,,,
1,3.0,14.42,1.0
0,,,
0,,,
0,,,
1,4.0,3.61,1.0
0,,,
0,,,
0,,,
1,4.0,5.66,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.1,1.0
0,,,
1,4.0,2.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,23.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,21.21,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,2.0
0,,,
0,,,
1,2.0,22.47,1.0
1,4.0,5.0,1.0
0,,,
1,4.0,5.39,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,58.82,1.0
0,,,
0,,,
1,3.0,57.45,1.0
1,4.0,5.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,6.71,1.0
0,,,
0,,,
1,2.0,12.37,1.0
1,4.0,6.4,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,20.120001,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,22.83,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,21.59,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,10.82,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,13.6,1.0
0,,,
0,,,
1,3.0,13.0,1.0
0,,,
0,,,
0,,,
1,3.0,26.02,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,4.47,1.0
0,,,
0,,,
1,4.0,9.06,1.0
0,,,
0,,,
0,,,
1,4.0,2.0,2.0
0,,,
0,,,
1,3.0,41.59,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,7.07,1.0
0,,,
0,,,
1,4.0,1.41,2.0
1,2.0,28.84,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,19.1,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,18.110001,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,2.83,3.0
1,3.0,15.81,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,31.24,1.0
0,,,
0,,,
1,4.0,3.61,1.0
0,,,
0,,,
0,,,
0,,,
1,3.0,9.22,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,8.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,9.49,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.83,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
1,3.0,30.48,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,41.11,1.0
0,,,
0,,,
0,,,
1,4.0,4.12,3.0
0,,,
0,,,
1,4.0,12.53,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,32.200001,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,28.43,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,12.21,1.0
0,,,
0,,,
0,,,
1,4.0,4.12,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,34.41,1.0
0,,,
0,,,
1,3.0,12.81,1.0
0,,,
1,4.0,6.32,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,6.4,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,16.16,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,13.6,2.0
0,,,
0,,,
1,3.0,23.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,19.8,1.0
1,1.0,28.02,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,7.07,3.0
0,,,
1,3.0,30.81,1.0
0,,,
1,4.0,6.4,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,22.36,1.0
0,,,
0,,,
1,1.0,27.200001,2.0
0,,,
1,1.0,27.2,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,1.0,22.67,2.0
0,,,
0,,,
0,,,
0,,,
1,4.0,10.77,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,31.24,1.0
0,,,
0,,,
1,2.0,24.6,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,14.21,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,18.38,2.0
0,,,
0,,,
0,,,
0,,,
1,1.0,14.87,2.0
0,,,
0,,,
0,,,
0,,,
1,2.0,14.87,1.0
0,,,
0,,,
1,4.0,2.0,2.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,37.36,1.0
0,,,
0,,,
0,,,
1,1.0,21.02,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,3.0,19.21,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,2.0,9.22,1.0
1,1.0,16.4,1.0
1,2.0,29.73,1.0
0,,,
1,4.0,11.7,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,8.49,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,4.24,1.0
0,,,
1,4.0,4.12,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
1,4.0,5.0,1.0
1,4.0,5.39,1.0
0,,,
0,,,
0,,,
0,,,
1,4.0,11.0,1.0
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
0,,,
